#{"t_start": 1650012600.3294065, "env_id": "A1GymEnv-v1"}
r,l,t
2.645285,53,14224.888785
3.386157,48,14224.99607
5.83063,69,14225.116755
8.561817,74,14225.268718
8.333182,81,14225.40771
2.66179,44,14225.507674
5.598791,67,14225.625773
10.243708,90,14225.807498
8.071944,64,14225.91924
13.687499,108,14226.130187
10.094795,71,14226.302162
3.074685,42,14226.375906
3.646594,69,14226.518201
7.2331,101,14226.722987
16.010333,152,14227.00928
5.84741,53,14227.100206
7.56409,64,14227.236051
3.700315,68,14227.352573
3.551786,70,14227.497117
8.856555,81,14227.638539
21.151702,138,14227.914084
6.646523,73,14228.063907
3.893874,70,14228.228596
4.024089,74,14228.357825
9.633329,81,14228.52066
2.776417,93,14228.679381
9.904648,76,14228.837175
7.233193,129,14229.082308
28.874449,128,14229.33128
19.185176,149,14229.616087
8.988912,72,14229.766728
9.807892,105,14229.972868
3.590336,63,14230.078308
10.851811,73,14230.250082
2.57116,41,14230.323821
8.760708,128,14230.572206
5.913017,60,14230.676777
9.327909,86,14230.854855
10.125054,84,14231.028104
9.685045,100,14231.228196
6.422259,60,14231.33044
7.028142,95,14231.519421
1.050574,112,14231.737155
5.395973,81,14231.877968
11.769466,179,14232.260414
26.200033,180,14232.602706
9.786325,91,14232.787676
5.769275,99,14232.981739
2.386753,38,14233.048082
9.742294,74,14233.176547
7.803712,70,14233.318711
9.792273,73,14233.468926
6.124323,67,14233.582786
9.930599,75,14233.73661
14.482822,113,14233.957262
7.495731,72,14234.10487
10.413779,75,14234.256695
20.031747,127,14234.507741
5.343851,48,14234.589322
6.238818,65,14234.723781
9.046497,78,14234.859888
8.569939,73,14235.013401
6.93156,71,14235.141618
24.634834,185,14235.51599
3.742003,140,14235.788781
3.577253,46,14235.871792
10.147595,70,14236.040971
12.493005,92,14236.196062
6.337461,56,14236.320768
11.312145,134,14236.57489
2.409183,46,14236.654885
7.908671,73,14236.80628
13.88445,128,14237.053885
7.52971,72,14237.17951
7.437431,77,14237.33949
10.633463,101,14237.536678
4.408595,60,14237.638469
-3.330066,124,14237.8749
4.908864,67,14238.041928
6.409997,59,14238.147347
11.283975,84,14238.318058
33.631361,207,14238.729647
14.223165,101,14238.901461
10.06348,72,14239.054184
7.751141,71,14239.178845
8.866903,69,14239.321313
10.932381,88,14239.499425
9.581457,70,14239.618614
2.145703,43,14239.718987
10.687942,71,14239.843169
9.873288,72,14240.020706
6.433602,80,14240.16066
18.816511,136,14240.424519
9.665692,131,14240.680781
9.278704,67,14240.817026
30.310925,310,14241.410617
14.717932,100,14241.616091
10.620094,71,14241.763142
4.939722,54,14241.855441
9.83451,89,14242.063221
13.903924,114,14242.287041
10.115208,70,14242.410027
21.429604,132,14242.667557
7.461351,76,14242.8288
8.454425,67,14242.948132
29.525221,224,14243.403431
10.177248,136,14243.665889
9.727939,74,14243.821173
8.186855,66,14243.95884
7.369335,67,14244.097316
8.422723,74,14244.222906
8.630009,69,14244.366967
5.992493,87,14244.542597
4.362432,63,14244.650422
9.696309,67,14244.791813
19.721346,144,14245.064119
5.712919,65,14245.178647
7.798155,119,14245.409073
9.66863,74,14245.561285
7.984525,73,14245.687925
9.728479,70,14245.856916
7.069841,71,14245.981175
4.418076,56,14246.099103
17.963727,141,14246.361746
8.978022,71,14246.508023
9.914511,103,14246.689111
15.265225,117,14246.91956
5.512732,80,14247.082691
3.808831,42,14247.155572
18.519066,151,14247.444609
6.847234,94,14247.634535
9.128407,66,14247.773712
14.928972,137,14248.060686
6.399592,69,14248.178087
6.804895,59,14248.304886
11.236572,84,14248.450567
1.162907,95,14248.640801
4.260436,50,14248.727692
4.503663,60,14248.852727
7.433522,68,14248.969964
10.691527,79,14249.130798
8.204864,75,14249.284389
8.851255,81,14249.423589
9.272862,73,14249.576454
2.087246,48,14249.658853
7.806367,80,14249.845443
7.685721,73,14249.970283
14.416662,134,14250.231259
5.732426,59,14250.361907
3.980685,102,14250.566614
14.667551,109,14250.780602
6.84199,60,14250.88429
9.705008,70,14251.02976
9.973283,96,14251.201128
10.176874,71,14251.34797
19.097007,133,14251.60699
18.009266,147,14251.914242
7.808236,75,14252.068326
8.551966,71,14252.191584
55.263815,326,14252.832797
32.073996,255,14253.331796
7.254869,63,14253.439582
9.357761,72,14253.587627
4.677679,73,14253.738924
27.901319,184,14254.110723
7.009657,142,14254.380988
11.965694,210,14254.803489
4.905179,61,14254.908895
4.915632,60,14255.035399
12.814617,129,14255.288234
6.633533,71,14255.409887
7.548563,67,14255.549653
8.246068,74,14255.705017
8.627415,94,14255.894308
9.755937,126,14256.135044
3.20188,71,14256.256427
14.925715,134,14256.540752
6.035347,63,14256.645998
1.564652,32,14256.700775
7.401981,80,14256.868583
8.267628,67,14256.986638
16.6468,147,14257.296591
42.801039,212,14257.717566
29.681123,201,14258.115442
7.814745,75,14258.243285
10.682171,79,14258.410805
12.114681,84,14258.587248
2.569647,44,14258.665149
9.41182,71,14258.813525
6.124572,67,14258.936974
8.468328,73,14259.09168
-0.574299,102,14259.270897
12.617601,74,14259.423632
5.529555,62,14259.577048
12.540178,99,14259.749883
18.594249,155,14260.043448
1.927534,43,14260.141762
0.993822,58,14260.243189
2.65477,48,14260.352711
11.204352,90,14260.513095
7.201256,73,14260.66406
7.080203,76,14260.825183
10.07354,70,14260.94297
4.858501,131,14261.192586
1.122621,54,14261.312234
23.999569,195,14261.707604
6.144195,65,14261.845667
8.801589,70,14261.966233
20.934389,134,14262.224147
13.612211,149,14262.506053
15.322832,138,14262.772621
32.753007,203,14263.18263
7.027671,68,14263.326555
10.198759,70,14263.449763
2.180737,44,14263.552147
10.404671,67,14263.694929
4.874662,45,14263.773499
7.767524,58,14263.899206
9.021381,137,14264.164696
18.569053,166,14264.478151
24.608532,139,14264.745872
7.76713,69,14264.890659
9.458277,91,14265.055006
3.054363,52,14265.170096
7.321423,157,14265.490024
7.23948,110,14265.705111
6.543913,63,14265.813547
11.272527,87,14265.987185
23.667623,145,14266.265059
5.228399,55,14266.381155
9.100246,70,14266.503888
17.502756,186,14266.886373
15.241909,138,14267.15093
6.336967,60,14267.256208
23.189739,213,14267.696305
5.893003,82,14267.861639
7.518924,64,14267.977089
4.984419,59,14268.080627
5.004875,56,14268.200226
12.585978,134,14268.45661
8.944797,68,14268.57171
6.892573,75,14268.721157
11.641771,102,14268.91921
8.023494,70,14269.044098
9.765207,66,14269.186285
23.868774,138,14269.472624
2.476555,67,14269.610501
7.192457,62,14269.720782
9.393878,69,14269.865187
4.206786,64,14269.977572
6.48104,108,14270.193468
10.94392,69,14270.314534
6.213757,82,14270.483568
9.044394,69,14270.629188
8.017759,70,14270.753286
8.128888,65,14270.889138
9.546988,65,14271.001421
2.930267,52,14271.115799
2.612515,66,14271.230417
12.69621,98,14271.446194
34.995482,186,14271.793578
10.209104,78,14271.94973
10.920118,81,14272.114475
5.361427,65,14272.227811
7.792624,72,14272.378096
8.573157,73,14272.506791
5.371957,85,14272.68115
8.672361,67,14272.795252
3.601249,136,14273.058407
10.33429,73,14273.209836
2.058917,59,14273.335924
9.437057,104,14273.546612
10.899025,76,14273.706198
11.03031,108,14273.928006
6.825458,84,14274.079848
4.793769,67,14274.221475
15.475441,132,14274.480707
8.305508,70,14274.605024
8.880724,142,14274.906526
8.712091,77,14275.044918
0.605364,43,14275.143869
4.293909,78,14275.302757
8.855976,63,14275.437094
5.24313,73,14275.562892
7.290122,71,14275.706606
8.164462,89,14275.860735
1.716802,72,14276.006979
8.018538,88,14276.18182
9.188379,68,14276.295408
10.165517,94,14276.481316
4.361869,75,14276.633188
-0.264253,56,14276.729031
6.843507,68,14276.873164
2.386165,61,14276.98102
21.801108,147,14277.287811
13.435282,103,14277.495412
27.453501,135,14277.757188
8.948887,70,14277.904029
7.234186,104,14278.086039
7.937868,65,14278.226099
16.730008,120,14278.462546
25.804682,155,14278.762348
8.699741,61,14278.891954
8.457441,62,14279.00288
10.137175,73,14279.152202
7.813715,63,14279.287095
5.383483,71,14279.433829
13.42793,148,14279.710508
5.063472,52,14279.800146
6.474969,129,14280.056528
9.268746,71,14280.207676
9.728372,66,14280.323089
0.961228,67,14280.468711
11.552729,71,14280.594656
7.324842,75,14280.750397
26.405163,157,14281.053168
2.433485,63,14281.211484
9.560846,65,14281.321637
12.818458,130,14281.574209
5.718061,56,14281.698797
5.428731,74,14281.823316
14.3953,147,14282.104905
8.117547,76,14282.260397
4.993718,61,14282.368001
8.500958,72,14282.520018
18.112851,132,14282.769769
6.395408,57,14282.868097
4.083122,99,14283.066586
7.187015,76,14283.248234
11.620533,86,14283.39962
40.659003,257,14283.91029
8.350191,74,14284.061277
7.582067,62,14284.19192
6.349403,54,14284.286548
8.78731,117,14284.519304
12.176925,122,14284.756955
7.818253,67,14284.873682
16.619831,133,14285.155474
4.304368,56,14285.277966
10.062404,144,14285.560287
18.151696,144,14285.845447
13.293841,136,14286.110508
0.760213,61,14286.243102
14.644416,117,14286.472843
4.160696,121,14286.686565
8.207867,66,14286.824816
6.020901,61,14286.930698
13.43234,102,14287.156205
10.016888,93,14287.339453
15.601451,124,14287.578398
20.601205,305,14288.15168
8.112442,64,14288.285288
9.814767,69,14288.404757
9.470879,89,14288.583077
1.550812,42,14288.655509
2.220379,36,14288.745967
8.023044,76,14288.875676
7.262417,58,14289.024393
4.42497,81,14289.16666
-2.797868,181,14289.543102
13.475882,188,14289.911407
5.015545,71,14290.057483
9.133126,137,14290.323995
11.112995,95,14290.516583
12.392367,115,14290.739627
1.684807,77,14290.87676
8.418915,70,14291.051489
7.953658,69,14291.171793
8.400239,72,14291.322973
4.303264,58,14291.423273
7.678322,60,14291.551395
9.226094,64,14291.663012
4.6434,75,14291.81687
17.581998,161,14292.119669
8.488909,67,14292.261664
8.108042,66,14292.37881
8.941822,72,14292.52889
8.911361,72,14292.654275
8.295603,70,14292.801472
9.012598,67,14292.918023
8.7233,64,14293.080549
8.673108,65,14293.195251
5.856759,71,14293.348158
8.129658,67,14293.463971
5.174093,55,14293.585422
8.606997,78,14293.721815
6.19389,70,14293.865971
11.072569,92,14294.048659
1.050328,55,14294.142317
8.051613,145,14294.420072
9.571158,65,14294.560839
20.804416,137,14294.826022
8.877432,105,14295.063424
2.684306,42,14295.137628
8.818165,153,14295.430288
7.552203,74,14295.581348
12.098395,90,14295.735773
10.088852,88,14295.917346
14.190897,125,14296.163106
12.695829,241,14296.630476
12.945867,90,14296.80822
7.906184,66,14296.952743
19.695199,134,14297.218222
4.640243,73,14297.36881
8.593245,71,14297.48974
20.070174,162,14297.82316
13.616747,132,14298.079278
32.217943,242,14298.562
7.829389,76,14298.693559
7.348482,118,14298.949864
9.243221,73,14299.103538
6.460008,63,14299.212347
10.196572,83,14299.380626
5.836876,67,14299.499023
4.790635,70,14299.648674
2.936252,51,14299.738017
13.47208,161,14300.044535
9.814625,76,14300.202545
8.246824,75,14300.35908
1.695366,68,14300.477877
47.989821,306,14301.107191
-0.146058,127,14301.348705
10.602361,69,14301.467456
8.5534,69,14301.611735
7.191751,96,14301.777699
10.70089,74,14301.931107
8.859341,98,14302.127706
9.131943,78,14302.264395
12.080441,95,14302.45229
9.838675,75,14302.606573
11.137595,67,14302.723953
18.501308,124,14302.992602
9.363255,86,14303.163834
7.083289,68,14303.27868
15.358993,143,14303.576625
19.199924,144,14303.851025
8.477866,94,14304.013317
9.611651,68,14304.154104
5.94912,179,14304.490231
18.210715,122,14304.747566
8.938816,75,14304.90776
8.636013,130,14305.16137
20.371822,117,14305.390545
9.287428,72,14305.515562
13.326074,121,14305.748965
14.608332,102,14305.947203
17.727612,122,14306.180981
20.344754,146,14306.45615
12.863746,102,14306.658787
9.639108,72,14306.84001
7.717757,112,14307.035595
10.139721,78,14307.19603
7.546511,57,14307.297407
5.561157,72,14307.447652
3.721926,84,14307.6169
6.909368,95,14307.782134
0.606632,48,14307.891199
3.954581,54,14307.984439
11.019785,78,14308.146878
8.24567,84,14308.293187
8.897587,74,14308.442632
9.639328,68,14308.584104
8.721131,107,14308.795681
3.081498,51,14308.90835
1.317161,30,14308.95907
3.315312,58,14309.084805
9.28133,62,14309.19309
8.850059,66,14309.330528
16.786565,118,14309.535939
12.896389,120,14309.772449
9.931478,72,14309.918667
1.103644,43,14309.991007
6.647651,90,14310.169886
15.284592,116,14310.402508
14.758266,93,14310.592144
10.489693,116,14310.838415
21.416877,206,14311.216916
9.136069,78,14311.377166
1.140269,39,14311.444
0.578754,41,14311.51426
14.92091,123,14311.755979
9.78173,94,14311.939068
1.987359,31,14311.990498
7.986107,69,14312.132761
7.816514,138,14312.401627
9.476081,91,14312.609738
12.111865,93,14312.772433
12.581676,143,14313.046194
9.492613,72,14313.193476
17.092063,128,14313.437566
3.686812,68,14313.57938
2.195682,59,14313.681414
9.641378,70,14313.832521
8.677068,66,14313.948718
63.012811,286,14314.526217
17.139954,115,14314.751364
8.732529,97,14314.947912
8.063447,74,14315.102724
-3.233731,266,14315.621302
10.854028,91,14315.781132
6.328444,58,14315.906146
9.161711,111,14316.120866
9.013212,71,14316.242532
3.85799,85,14316.410273
13.063756,124,14316.675213
2.451892,57,14316.775407
5.135694,71,14316.92322
8.99132,72,14317.047332
7.306377,64,14317.182713
10.013665,70,14317.304801
8.704081,69,14317.450025
21.562068,120,14317.691552
8.731138,64,14317.802239
41.768572,274,14318.349863
11.001627,68,14318.492488
6.788788,73,14318.643918
5.646939,57,14318.743994
3.200031,46,14318.824915
2.241729,45,14318.928469
14.136635,139,14319.193179
5.500039,57,14319.291059
16.341192,118,14319.52425
12.994215,96,14319.721227
2.776108,71,14319.873862
4.561509,58,14319.975638
16.877503,145,14320.26413
12.55103,134,14320.558671
13.971006,129,14320.805288
6.23505,79,14320.968426
9.387956,125,14321.212303
12.874718,134,14321.468443
12.058055,92,14321.655938
7.520966,67,14321.775666
2.323843,41,14321.848686
10.458486,78,14322.01093
7.659231,111,14322.22458
24.277865,168,14322.574838
6.030529,66,14322.718243
7.511106,76,14322.852228
13.810141,131,14323.10735
14.314582,118,14323.335342
16.987151,121,14323.573687
9.267094,76,14323.732358
7.572375,62,14323.842644
0.641958,74,14323.994821
6.715942,69,14324.110193
25.879706,234,14324.60013
10.270141,74,14324.756962
13.07435,110,14324.978665
8.921392,129,14325.227405
2.047403,44,14325.303632
9.220363,68,14325.446318
7.471392,73,14325.573482
7.329561,122,14325.810798
8.335318,72,14325.959871
27.446887,202,14326.359097
44.592596,231,14326.820066
8.902861,70,14326.969185
3.469345,77,14327.103279
4.834265,59,14327.232447
10.372319,69,14327.348286
9.700841,71,14327.493747
12.16348,85,14327.641757
11.4901,121,14327.877051
8.210263,65,14328.015099
3.647333,175,14328.367109
6.835165,86,14328.546573
10.042317,100,14328.748286
15.99061,130,14328.999484
13.949593,105,14329.201091
2.787022,96,14329.370684
5.338529,75,14329.522776
8.501816,122,14329.761004
5.285965,73,14329.885311
4.089367,177,14330.269593
7.625999,64,14330.380138
6.095639,52,14330.493923
8.287307,70,14330.613303
5.385633,69,14330.758148
14.704577,161,14331.05761
5.249479,66,14331.196098
0.748602,38,14331.262446
7.566769,73,14331.393047
3.208082,40,14331.488873
11.431289,80,14331.630499
8.479559,89,14331.809639
3.237963,55,14331.903547
7.500907,69,14332.046029
10.96291,74,14332.216023
9.056849,71,14332.336906
7.122996,67,14332.477673
7.588204,74,14332.609231
15.332747,91,14332.795244
-0.843085,61,14332.899035
19.748146,118,14333.123666
5.579381,63,14333.256309
8.410628,72,14333.380661
10.276368,80,14333.544047
8.61463,98,14333.73515
13.823974,88,14333.885655
10.520008,71,14334.034514
14.110727,110,14334.276099
2.500776,47,14334.356916
12.607358,90,14334.537932
9.346113,141,14334.814795
8.704212,75,14334.970958
4.687475,80,14335.111435
19.331228,154,14335.414437
21.137735,151,14335.737447
10.558491,75,14335.868642
3.347419,53,14335.989388
10.361509,114,14336.232258
22.286114,133,14336.487941
1.853462,51,14336.576757
15.437698,107,14336.785757
1.809884,41,14336.855697
8.999075,72,14337.004956
8.919688,69,14337.124513
12.936318,98,14337.317938
21.975867,154,14337.618522
23.605146,152,14337.91153
19.07055,154,14338.243828
5.166892,73,14338.368239
6.424005,105,14338.577662
6.069536,55,14338.672767
5.192655,63,14338.808355
8.960664,72,14338.9335
8.414212,111,14339.155097
13.005875,118,14339.385562
8.706131,68,14339.529544
9.074729,73,14339.659603
6.418859,59,14339.789775
4.937612,59,14339.89547
7.642637,68,14340.040082
14.903247,130,14340.319002
13.619547,121,14340.554751
8.445478,75,14340.685446
10.736627,71,14340.832972
17.190633,264,14341.336581
23.622745,119,14341.567616
3.600659,57,14341.668313
8.414448,70,14341.814821
7.497342,79,14341.973185
8.091667,62,14342.116129
7.831216,106,14342.32876
14.18861,101,14342.526581
4.226553,59,14342.630642
9.377465,71,14342.779301
17.973312,134,14343.03609
7.612231,72,14343.159761
6.229764,67,14343.299061
11.194257,89,14343.453558
11.850368,89,14343.627651
8.573034,70,14343.772557
5.254696,63,14343.880019
1.71369,50,14344.014261
8.829701,115,14344.215857
10.492837,76,14344.372845
-6.212978,119,14344.607237
10.228641,71,14344.756925
1.673228,45,14344.833803
9.609146,128,14345.078701
6.831442,66,14345.192199
10.542748,77,14345.349972
3.508144,62,14345.478722
10.750678,107,14345.669382
3.506564,54,14345.791206
9.281262,70,14345.941067
5.188276,59,14346.07005
25.863655,139,14346.337254
6.501962,81,14346.475216
10.032963,96,14346.672708
2.856494,50,14346.785717
0.456644,36,14346.848159
26.367261,306,14347.442474
10.713149,70,14347.586693
14.30283,119,14347.816074
9.44487,69,14347.9615
11.477447,134,14348.217963
5.794862,79,14348.381329
8.627222,74,14348.536037
12.94285,94,14348.696828
19.142155,128,14348.940189
16.83039,121,14349.171523
5.568667,58,14349.294761
12.672247,93,14349.451257
9.131718,72,14349.59525
4.394255,64,14349.705916
1.699623,38,14349.79715
23.282555,193,14350.193373
11.563781,99,14350.392617
4.784579,69,14350.536486
9.272368,81,14350.675428
5.073339,78,14350.834556
2.50617,45,14350.915241
8.502563,64,14351.053853
11.250897,71,14351.176784
9.935473,65,14351.322333
3.941912,59,14351.427202
11.790727,227,14351.898006
10.618015,76,14352.057494
0.427925,66,14352.166751
4.710568,73,14352.313551
8.299034,72,14352.437759
4.234075,74,14352.58975
6.653232,78,14352.723664
8.415813,67,14352.862803
10.199558,85,14353.033212
0.049318,22,14353.070828
13.771727,86,14353.217802
2.946468,66,14353.355649
4.314432,53,14353.446574
8.652324,74,14353.599417
4.148439,65,14353.713902
7.30676,91,14353.925252
21.561264,161,14354.229542
-3.184875,163,14354.568422
2.949444,156,14354.86728
5.821323,96,14355.062064
8.65757,69,14355.185978
12.001241,110,14355.400033
11.483626,101,14355.600716
-0.477518,38,14355.665974
7.250624,68,14355.833719
4.203902,65,14355.946027
2.710009,55,14356.068523
6.71674,56,14356.165705
25.892331,184,14356.532778
2.153559,92,14356.695324
2.320669,50,14356.807517
1.945668,38,14356.872823
7.216008,68,14356.988828
3.977463,46,14357.097469
5.99812,65,14357.210643
8.704074,72,14357.359521
8.755482,71,14357.480352
9.114526,68,14357.624569
6.29808,53,14357.743208
21.179799,133,14357.99737
9.381402,111,14358.215305
4.9697,80,14358.381117
14.490748,140,14358.653878
10.408311,87,14358.828974
7.591616,70,14358.95384
6.930181,76,14359.116762
4.949374,53,14359.209175
4.930379,77,14359.370544
9.497576,72,14359.495928
8.524857,80,14359.687827
13.211786,144,14359.971064
7.403177,107,14360.181283
5.237271,73,14360.32894
1.71602,53,14360.422719
-1.536995,118,14360.650339
11.23589,97,14360.844189
10.71376,110,14361.05964
8.124548,62,14361.169307
4.39774,77,14361.328877
6.473335,83,14361.470921
8.954532,73,14361.643458
14.386902,134,14361.898646
7.060614,80,14362.035726
3.485272,56,14362.15798
6.705118,75,14362.30952
10.521619,85,14362.459099
4.27462,67,14362.600911
7.455336,71,14362.725536
15.31266,113,14362.944053
20.143954,149,14363.235098
-4.202601,199,14363.661251
11.80445,111,14363.882103
2.671568,52,14363.971523
7.46085,76,14364.124974
10.088556,74,14364.250571
7.325216,58,14364.37617
10.834898,86,14364.527775
9.476974,98,14364.720661
5.266322,64,14364.856597
10.954678,128,14365.112254
3.425378,65,14365.228812
18.594133,138,14365.498605
11.825608,104,14365.732428
7.27576,94,14365.921734
1.120642,64,14366.03162
-0.504175,76,14366.186491
7.787464,64,14366.294492
13.904309,153,14366.614496
6.731824,62,14366.724571
4.350391,47,14366.806964
8.257734,84,14366.983717
10.199263,72,14367.133936
1.027169,71,14367.255488
8.872659,69,14367.396847
0.433387,34,14367.455257
41.810253,245,14367.965331
24.839433,164,14368.285592
9.084364,72,14368.434999
54.972845,324,14369.045439
4.5379,52,14369.162504
11.01139,163,14369.501723
12.739282,105,14369.711401
9.813277,122,14369.941411
10.207024,75,14370.068904
9.760039,80,14370.230726
4.61781,64,14370.34166
12.240422,119,14370.578102
8.620548,70,14370.726022
6.026255,77,14370.886706
0.679753,29,14370.937323
9.063482,71,14371.062246
4.203413,77,14371.222344
2.561639,128,14371.486012
10.725454,72,14371.632174
6.768563,72,14371.755213
5.821367,82,14371.921342
10.505076,122,14372.159974
14.640922,129,14372.411988
4.206515,56,14372.510056
3.232525,57,14372.634675
5.039002,95,14372.794678
30.159762,165,14373.126569
13.2574,136,14373.413793
8.811853,73,14373.539962
9.243419,76,14373.699006
5.978952,61,14373.808334
8.896418,77,14373.967506
7.367984,72,14374.092716
10.173283,77,14374.248162
15.898127,118,14374.483591
11.602068,114,14374.707972
8.182874,69,14374.826162
2.528035,58,14374.953422
10.947598,107,14375.169073
1.932203,139,14375.465021
9.715605,71,14375.587337
1.500147,38,14375.677359
7.529703,57,14375.773268
8.794765,76,14375.925446
7.474497,74,14376.053399
5.674312,62,14376.185662
35.157097,207,14376.568401
9.105831,101,14376.767195
4.526913,87,14376.940707
7.984229,60,14377.042565
0.029836,49,14377.154392
9.913137,79,14377.31756
4.994414,65,14377.463663
4.111914,67,14377.579609
12.125613,100,14377.779988
10.065633,102,14377.985343
16.616757,152,14378.269737
2.403568,60,14378.399002
8.021303,78,14378.539556
22.889476,137,14378.807911
4.95679,67,14378.951893
8.7447,65,14379.06697
9.685229,83,14379.237584
1.325454,48,14379.353581
6.960731,75,14379.516769
11.895227,105,14379.725084
6.727412,80,14379.861513
10.616394,108,14380.075804
18.420876,157,14380.371646
9.816684,80,14380.534092
20.740203,181,14380.873739
10.577575,71,14381.018073
11.005077,134,14381.29608
6.915942,53,14381.387432
8.847132,68,14381.530686
10.119086,93,14381.717478
9.798408,71,14381.84086
4.457634,129,14382.090213
7.236296,70,14382.243543
10.016547,85,14382.388909
2.157762,53,14382.506192
9.335167,81,14382.67462
7.234707,88,14382.835544
8.877991,66,14382.974087
8.759014,68,14383.094316
0.651913,30,14383.168176
23.806609,126,14383.423781
8.619315,59,14383.550454
7.528302,67,14383.666129
4.711031,65,14383.805503
6.077349,67,14383.943848
4.72009,66,14384.058524
3.50057,150,14384.342257
1.632027,56,14384.464224
4.280468,68,14384.581617
8.599166,71,14384.731149
16.401191,103,14384.932509
9.176794,144,14385.230666
12.607923,109,14385.42224
9.231492,76,14385.583284
9.575257,66,14385.72312
29.336974,273,14386.254464
2.932258,66,14386.370263
21.173682,146,14386.652328
5.431907,119,14386.885419
9.991059,95,14387.075734
8.861625,67,14387.240844
7.641574,63,14387.349301
8.997731,101,14387.546982
9.679442,113,14387.765877
23.928019,137,14388.028651
8.117894,73,14388.155422
10.811474,98,14388.350461
7.142442,75,14388.505945
17.943885,129,14388.754941
6.432532,73,14388.879102
8.258459,72,14389.024925
24.357213,184,14389.390438
8.479803,73,14389.539927
5.226392,68,14389.654979
21.546361,163,14389.984226
8.675036,76,14390.113569
8.954612,76,14390.268432
7.503663,78,14390.404367
7.688936,71,14390.551123
4.234665,59,14390.678431
7.91833,69,14390.799012
11.398448,80,14390.964275
9.338151,127,14391.247246
8.174258,73,14391.37441
7.784201,106,14391.584133
14.559292,111,14391.801325
8.025087,82,14391.96895
17.14835,127,14392.213073
11.128418,98,14392.382617
14.178564,110,14392.60339
7.905599,136,14392.865583
5.655661,65,14393.028781
11.042643,89,14393.185814
8.934423,69,14393.330724
19.305113,148,14393.619232
3.235687,53,14393.736634
3.145587,83,14393.881168
9.030005,72,14394.030057
18.223735,111,14394.250913
3.803599,74,14394.374002
3.334932,60,14394.503498
6.937334,68,14394.622833
28.596015,226,14395.093148
13.196056,93,14395.280402
6.956573,55,14395.374863
23.015819,128,14395.620652
9.231161,72,14395.770577
7.193605,147,14396.047432
9.345669,73,14396.172879
7.035717,56,14396.298452
8.638202,90,14396.480371
5.824177,61,14396.587915
8.805178,103,14396.796642
8.92914,79,14396.961744
3.602681,44,14397.065176
5.138541,70,14397.186647
9.873239,145,14397.464973
7.211554,77,14397.623458
15.319241,277,14398.164665
16.666919,163,14398.506156
8.859305,62,14398.612824
11.17814,111,14398.831002
3.464466,58,14398.956698
2.052155,44,14399.059366
7.025467,57,14399.160053
9.645434,121,14399.398326
9.817691,91,14399.58136
11.105877,76,14399.712231
13.809794,116,14399.936154
19.663204,125,14400.179605
5.316321,68,14400.323987
1.56702,54,14400.416618
16.560385,177,14400.77426
3.658757,57,14400.896815
14.056266,132,14401.161738
3.737134,74,14401.314757
3.279464,41,14401.383805
7.593707,75,14401.536838
8.544591,75,14401.66781
4.357798,64,14401.806458
7.676385,129,14402.05814
2.981496,56,14402.154688
11.328241,102,14402.357784
10.218288,97,14402.548328
8.870977,69,14402.670822
18.436105,117,14402.929275
5.536079,63,14403.06937
22.191778,253,14403.561784
9.68279,67,14403.674427
4.929835,58,14403.796049
9.100066,74,14403.924268
14.290543,120,14404.158603
5.397287,131,14404.41039
17.364272,133,14404.670938
9.092533,71,14404.846746
12.805142,116,14405.080691
8.3086,78,14405.216578
9.524292,76,14405.373379
23.610607,150,14405.656215
18.868848,310,14406.255929
16.762976,127,14406.502523
5.889578,69,14406.650676
17.142391,187,14407.030226
10.586474,82,14407.198953
6.046706,99,14407.40278
1.409845,41,14407.47251
8.703358,64,14407.607811
8.019534,75,14407.742428
8.87797,71,14407.891047
8.921912,73,14408.015253
15.006362,115,14408.241543
8.663958,75,14408.391005
9.452017,75,14408.518586
8.440158,95,14408.702934
10.270155,80,14408.889661
7.085514,70,14409.009441
12.061541,105,14409.217365
12.540799,100,14409.414613
7.8832,67,14409.528782
14.21696,134,14409.778926
9.130463,74,14409.931158
12.322183,109,14410.14232
8.785083,69,14410.260127
1.913404,77,14410.420244
13.20627,226,14410.889367
3.439914,59,14410.991854
8.840802,73,14411.148833
18.089027,189,14411.50442
10.600918,75,14411.66023
7.918239,63,14411.7737
9.847247,109,14411.989429
8.563033,61,14412.12113
5.181078,81,14412.258054
9.62947,71,14412.408847
17.413709,142,14412.706106
3.311464,58,14412.807728
7.557991,71,14412.96251
9.358946,70,14413.113819
2.93886,56,14413.210524
18.025237,141,14413.475852
2.435077,65,14413.614584
2.53297,45,14413.690894
13.720478,112,14413.90819
8.129966,74,14414.037826
6.621503,158,14414.368849
8.797843,79,14414.503868
11.810367,78,14414.690762
6.323462,54,14414.786979
4.350934,97,14414.983214
10.66485,133,14415.24415
12.022162,144,14415.520193
3.999379,67,14415.662888
11.192096,124,14415.904185
10.184869,71,14416.028008
-10.630176,120,14416.262798
10.394075,69,14416.40535
4.097537,60,14416.511333
14.622182,124,14416.771755
3.057493,60,14416.903626
4.54567,61,14417.005751
17.331578,146,14417.283177
13.303183,131,14417.536962
6.261512,59,14417.66361
5.926989,72,14417.788621
9.358744,71,14417.943907
5.276231,78,14418.082217
8.99452,67,14418.223201
8.753957,63,14418.331783
8.692387,79,14418.493058
8.527307,82,14418.68806
13.825228,84,14418.829876
8.901659,79,14418.99104
